NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Completion Date,Locations
NCT05777499,MUSic Therapy In Complex Specialist Neurorehabilitation,https://clinicaltrials.gov/study/NCT05777499,RECRUITING,NO,"Stroke|Subarachnoid Hemorrhage|Traumatic Brain Injury|Tumor, Brain|Autoimmune Diseases|Meningitis/Encephalitis|Acquired Brain Injury|Spinal Cord Injuries|Peripheral Nervous System Diseases",BEHAVIORAL: Music Therapy|BEHAVIORAL: Control Therapy,"University College, London",Nordoff and Robbins|University College London Hospitals,ALL,"CHILD, ADULT, OLDER_ADULT",75,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2025-10,"University College Hospitals NHS Foundation Trust, London, United Kingdom"
NCT06413407,Tai Chi Exercise and Receptive Music Therapy for the Elderly,https://clinicaltrials.gov/study/NCT06413407,NOT_YET_RECRUITING,NO,Elderly|Exercise|Therapy,BEHAVIORAL: Tai Chi Exercise|BEHAVIORAL: Receptive Music Therapy|BEHAVIORAL: Experimental,Ataturk University,,ALL,OLDER_ADULT,120,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2024-12-15,
NCT05214313,Impact of a Standardized Music Therapy Protocol on the Quality of Life of Patients With Abnormal Movements Treated With Continuous Electrical Neuromodulation,https://clinicaltrials.gov/study/NCT05214313,TERMINATED,NO,Dystonia|Parkinson Disease|Essential Tremor,BEHAVIORAL: Music Therapy,"University Hospital, Montpellier",,ALL,"ADULT, OLDER_ADULT",21,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2023-09-14,"Unité Pathologies Cérébrales Résistantes (UPCR) - Département de Neurochirurgie - Gui de Chauliac, Montpellier, 34295, France"
NCT01744600,Music Therapy in Methodist Homes: a Study Investigating the Impact of a Music Therapy Programme,https://clinicaltrials.gov/study/NCT01744600,COMPLETED,NO,Dementia,BEHAVIORAL: Music Therapy,Methodist Homes for the Aged,,ALL,"ADULT, OLDER_ADULT",27,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-12,"The Homestead, Carterton, Oxfordshire, OX18 1NA, United Kingdom|Fitzwarren House, Swindon, SN3 4TD, United Kingdom"
NCT03378089,Music Therapy and Hematopoietic Stem Cell Transplant,https://clinicaltrials.gov/study/NCT03378089,COMPLETED,NO,Hematopoietic Stem Cell Transplant,BEHAVIORAL: Music Therapy|BEHAVIORAL: No Music Therapy,Case Comprehensive Cancer Center,,ALL,"ADULT, OLDER_ADULT",56,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-06-21,"Cleveland Clinic, Taussig Cancer Institute, Case Comprehensive Cancer Center, Cleveland, Ohio, 44195, United States"
NCT03987165,The Effect of Music Therapy on Newborns,https://clinicaltrials.gov/study/NCT03987165,COMPLETED,NO,"Neonatal Abstinence Syndrome|Substance Withdrawal, Neonatal",OTHER: Music Therapy,Tulane University,,ALL,CHILD,42,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2024-08-07,"Tulane Lakeside Hospital - Tulane University, Metairie, Louisiana, 70001, United States"
NCT02398916,Music Listening to Reduce Pain and Anxiety During LEEP,https://clinicaltrials.gov/study/NCT02398916,COMPLETED,NO,Cervical Intraepithelial Neoplasia,BEHAVIORAL: Music listening,Chiang Mai University,,FEMALE,"ADULT, OLDER_ADULT",150,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2016-08,"Department of OB-GYN, Faculty of Medicine, Chiang Mai University, Chiang Mai, 50200, Thailand"
NCT03791177,Urodynamics and Music,https://clinicaltrials.gov/study/NCT03791177,COMPLETED,NO,"Incontinence, Urinary",OTHER: Music Therapy,Aksaray University Training and Research Hospital,,ALL,"ADULT, OLDER_ADULT",70,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-12-29,"Aksaray University Training and Research Hospital, Aksaray, 68001, Turkey"
NCT04314440,Cognitive Processing in Preterm Infants and NICU Music Therapy,https://clinicaltrials.gov/study/NCT04314440,UNKNOWN,NO,Other Preterm Infants,BEHAVIORAL: Music therapy,Saskatchewan Health Authority - Regina Area,University of Regina,ALL,CHILD,102,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2020-12,"Regina General Hospital, Neonatal Intensive Care Unit, Deaprtment of Pediatrics, Regina, Saskatchewan, Canada"
NCT02020356,Music Therapy in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02020356,TERMINATED,NO,Alzheimer's Type Dementia,BEHAVIORAL: Music therapy|BEHAVIORAL: Placebo,"University Hospital, Toulouse",,ALL,OLDER_ADULT,35,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2015-06,"University Hospital Toulouse, Toulouse, Midi-Pyrenees, 31059, France|EHPAD La Villegiale, Castres, Tarn, 81100, France|Residence Christian Bressole, Castres, Tarn, 81100, France|EHPAD L'Oustal d'en Thibaud, Labruguiere, Tarn, 81290, France|EHPAD Les Quietudes, Lautrec, Tarn, 81440, France|EHPAD KORIAN Grand Maison, L'Union, France|Centre Hospitalier Gérard Marchant, Toulouse, France"
NCT05596877,Music Therapy in Pulmonary Rehabilitation,https://clinicaltrials.gov/study/NCT05596877,COMPLETED,NO,Chronic Pulmonary Disease,BEHAVIORAL: Music therapy,Fu Jen Catholic University,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2023-02-11,"Fu Jen Catholic University Hospital, Fu Jen Catholic University, New Taipei City, 24352, Taiwan"
NCT03925584,The Use of Music for Neonates Post-Cardiac Surgery,https://clinicaltrials.gov/study/NCT03925584,COMPLETED,NO,"Heart Defects, Congenital",OTHER: Music Therapy,Boston Children's Hospital,,ALL,CHILD,10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-02-15,"Boston Children's Hospital, Boston, Massachusetts, 02115, United States"
NCT03916835,MUSIDORE PED Study,https://clinicaltrials.gov/study/NCT03916835,COMPLETED,NO,Pain Management|Music Therapy,DEVICE: Pain evaluation ( FLACC scale) before and during the cleaning care with and without music therapy.,"University Hospital, Montpellier",,ALL,CHILD,50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2020-05-20,"Hopital Arnaud de Villeneuve- CHU Montpellier, Montpellier, 34090, France"
NCT06358235,The Effect of Music Therapy on Dyspnea Severity and Vital Signs,https://clinicaltrials.gov/study/NCT06358235,RECRUITING,NO,Dyspnea|Chronic Obstructive Pulmonary Disease,OTHER: Music Therapy|OTHER: No Music therapy,Suleyman Demirel University,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2024-06-30,"Suleyman Demırel University, Isparta, 32200, Turkey"
NCT04243967,Music Therapy Pathway in Patients Undergoing Total Laparoscopic Hysterectomy,https://clinicaltrials.gov/study/NCT04243967,COMPLETED,NO,"Anxiety|Pain, Postoperative",OTHER: Music therapy|OTHER: Control,Università degli Studi dell'Insubria,,FEMALE,ADULT,100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2020-08-31,"Women's and Children ""Del Ponte"" Hospital, Varese, Italy"
NCT02363179,Music in the Emergency Department (ED): Phase II,https://clinicaltrials.gov/study/NCT02363179,COMPLETED,NO,Music Therapy|Patient Satisfaction,BEHAVIORAL: Live preferential music,University of Florida,"Florida Department of State Division Of Cultural Affairs|National Endowment for the Arts, United States",ALL,"ADULT, OLDER_ADULT",1107,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2017-06,"UF Health, Gainesville, Florida, 32608, United States"
NCT01858350,Comparison of the Effectiveness of CAM Therapies in Pediatric Patients Undergoing Sedation,https://clinicaltrials.gov/study/NCT01858350,COMPLETED,NO,Neurological Disorders,OTHER: Active Music Therapy|OTHER: Passive Music Therapy|OTHER: Distraction Therapy,Wayne State University,,ALL,CHILD,471,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-08,"Wayne State University and Children's Hospital of Michigan, Detroit, Michigan, 48201, United States"
NCT03147235,The Effects of a Music Therapist Designed Listening Program on Intraoperative Vitrectomy,https://clinicaltrials.gov/study/NCT03147235,COMPLETED,NO,"Pain, Postoperative|Music Therapy",BEHAVIORAL: vitrectomy with music listening,Vanderbilt University Medical Center,,ALL,"ADULT, OLDER_ADULT",57,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2017-09-08,"Vanderbilt University Medical Center, Nashville, Tennessee, 37205, United States"
NCT02791048,Music Therapy for Palliative Care Patients,https://clinicaltrials.gov/study/NCT02791048,COMPLETED,NO,Palliative Care,BEHAVIORAL: Music therapy,"Queen's University, Belfast","Marie Curie Hospice, Belfast|Every Day Harmony Music Therapy (Northern Ireland Music Therapy Trust)",ALL,"CHILD, ADULT, OLDER_ADULT",51,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2017-10,"Marie Curie Hospice, Belfast, Co. Antrim, BT5 6NF, United Kingdom"
NCT04813978,The Effect of Music Therapy on Preoperative Anxiety in Elective Surgery,https://clinicaltrials.gov/study/NCT04813978,COMPLETED,NO,Anxiety|Music|Preoperative,OTHER: Music,"Tribhuvan University Teaching Hospital, Institute Of Medicine.",,ALL,"ADULT, OLDER_ADULT",48,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-07-01,"Maharajgunj medical campus, TUTH, Kathmandu, Nepal"
NCT03604822,Music Therapy Protocol to Support Bulbar and Respiratory Functions in ALS,https://clinicaltrials.gov/study/NCT03604822,UNKNOWN,NO,"Motor Neuron Disease, Amyotrophic Lateral Sclerosis|ALS (Amyotrophic Lateral Sclerosis)|Dysarthria, Flaccid|Dysarthria, Spastic|Dysarthria, Mixed|Dysphagia|Dyspnea|Aspiration Pneumonia|Hypernasality|Breathlessness",PROCEDURE: Music therapy,Alisa Apreleva,ALS Centre Moscow,ALL,"CHILD, ADULT, OLDER_ADULT",8,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-01-01,"ALS Moscow Centre, Moscow, Russian Federation|Cambridge Institute for Music Therapy Research (CIMTR), Cambridge, Cambridgeshire, United Kingdom"
NCT02874235,Music Therapy and Treatment as Usual,https://clinicaltrials.gov/study/NCT02874235,COMPLETED,NO,"Stress Disorders, Post-Traumatic",BEHAVIORAL: Receptive music therapy|BEHAVIORAL: Psychological treatment,"Psychiatric Research Unit, Region Zealand, Denmark",Det Obelske Familiefond|Aalborg University|University of Aarhus,ALL,"ADULT, OLDER_ADULT",74,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2019-11-30,
NCT02314195,Music Therapy in Obsessive Compulsive Disorder,https://clinicaltrials.gov/study/NCT02314195,COMPLETED,NO,Obsessive-Compulsive Disorder|Anxiety|Depression,DRUG: Selective serotonin re-uptake inhibitor|BEHAVIORAL: Cognitive Behavioral Therapy|OTHER: Music therapy,"Islamic Azad University, Marvdasht",,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-08,"Shariati Hospital, Esfahan, 56465201, Iran, Islamic Republic of"
NCT05149677,"The Effect of Music Therapy on Labour Pain, Anxiety, and Analgesia",https://clinicaltrials.gov/study/NCT05149677,UNKNOWN,NO,Labor Pain,BEHAVIORAL: Music therapy,The University of The West Indies,,FEMALE,CHILD,260,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-10,"University of the West Indies Mona Jamaica, Kingston, 0000, Jamaica"
NCT02942459,"Music Therapy Towards Schizophrenia, Negative Symptoms",https://clinicaltrials.gov/study/NCT02942459,UNKNOWN,NO,Schizophrenia,OTHER: Music therapy|OTHER: Music Listening,Inge Nygaard Pedersen,Aalborg University,ALL,"ADULT, OLDER_ADULT",120,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-12-31,"Aalborg University Hospital, Aalborg, North Jutland, 9000, Denmark"
NCT06631846,Music Therapy and Mindfulness Meditation,https://clinicaltrials.gov/study/NCT06631846,NOT_YET_RECRUITING,NO,Coronary Artery Bypass Graft Surgery Patients,OTHER: Music therapy|OTHER: Mindfulness meditation|OTHER: Music therapy and mindfulness meditation|OTHER: Cardiac rehabilitation,Universiti Tunku Abdul Rahman,,ALL,"ADULT, OLDER_ADULT",56,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2025-06,
NCT06115850,Effect of Music Intervention on Anxiety in Cancer Patients Undergoing Initial Radiation Therapy,https://clinicaltrials.gov/study/NCT06115850,COMPLETED,NO,Cancer Patients|Anxiety|Music Intervention|Radiation Therapy,PROCEDURE: Music,Chung Shan Medical University,,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-12-31,"Chung Shan Medical University, Taichung City, Taiwan (r.o.c.), 408025, Taiwan"
NCT06787820,Impact of a Musical Intervention in Older Adults (ARA Project - Armonía Recreativa Para El Adulto Mayor),https://clinicaltrials.gov/study/NCT06787820,RECRUITING,NO,Older People,BEHAVIORAL: Music intervention,University Diego Portales,,ALL,OLDER_ADULT,40,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2025-05-01,"Fundación Las Rosas, Santiago, Metropolitana, 8390865, Chile"
NCT00178217,Music Therapy During Botulinum Injections,https://clinicaltrials.gov/study/NCT00178217,COMPLETED,NO,Cerebral Palsy,BEHAVIORAL: Music Therapy,University of Rochester,Joan And Harold Feinbloom Supporting Foundation,ALL,CHILD,101,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2015-11,"University of Rochester Medical Center, Rochester, New York, 14642, United States"
NCT04851028,MusiCare: Music Therapy & Innovative Technology,https://clinicaltrials.gov/study/NCT04851028,ACTIVE_NOT_RECRUITING,NO,Healthy Aging|Cognitive Impairment,BEHAVIORAL: Music Therapy,Middlesex University,"The Dunhill Medical Trust|University of Padova|Vrije Universiteit Brussel|University of Dublin, Trinity College",ALL,OLDER_ADULT,200,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2024-05-26,"MHA Methodist Homes, Derby, DE1 2EQ, United Kingdom"
NCT06291480,Music Therapy After Stroke (Subacute Phase),https://clinicaltrials.gov/study/NCT06291480,TERMINATED,NO,Stroke (CVA) or TIA|Stroke/Brain Attack,BEHAVIORAL: Neurologic Music Therapy,Universiteit Leiden,Amstelring,ALL,"ADULT, OLDER_ADULT",16,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2024-09-15,"Leo Polak Rehabilitation centre, Amsterdam, Nederland, 1069BW, Netherlands"
NCT06619470,Brain Wave Entrainment Using Alpha Frequency Binaural Beats on Adolescent Swimmers,https://clinicaltrials.gov/study/NCT06619470,COMPLETED,NO,Athletes,OTHER: binaural beats,Alexandria University,,ALL,CHILD,11,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2017-02-20,
NCT05108636,The Effect Of Therapeutic Touch and Music Rest on Sleeping Applied to Children With Liver Transplantation,https://clinicaltrials.gov/study/NCT05108636,COMPLETED,NO,Liver Transplant Disorder|Sleep,OTHER: Therapeutic Touch|OTHER: Music Rest,Maksude YILDIRIM,Inonu University,ALL,"CHILD, ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-12-01,"Inönü University, Malatya, Battalgazi, 44280, Turkey"
NCT04986475,Music Therapy on High Risk Pregnant Women of Non-Stress Test,https://clinicaltrials.gov/study/NCT04986475,COMPLETED,NO,Anxiety|Fetal Distress|Music,OTHER: Music Therapy,Selcuk University,,FEMALE,ADULT,116,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-07-01,"Konya City Hospital, Konya, 42130, Turkey"
NCT06214325,"Music Therapy to Address Patients' Journeys With Chronic Illness, Outcomes, and Readmission",https://clinicaltrials.gov/study/NCT06214325,COMPLETED,NO,Heart Failure|Chronic Obstructive Pulmonary Disease,BEHAVIORAL: Music Therapy,University Hospitals Cleveland Medical Center,Kulas Foundation,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2024-06-11,"University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States"
NCT03246217,Therapeutic Instrumental Music Performance With Sensory-Enhanced Motor Imagery in Chronic Post-Stroke Rehabilitation,https://clinicaltrials.gov/study/NCT03246217,COMPLETED,NO,Stroke,BEHAVIORAL: Therapeutic Instrumental Music Performance|BEHAVIORAL: Therapeutic Performance with Sensory-Enhanced Motor Imagery|BEHAVIORAL: Therapeutic Performance with Motor Imagery,University of Toronto,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-09-05,"Faculty of Music, University of Toronto, Toronto, Ontario, M5S2C5, Canada"
NCT05886231,The Effects of Instrumental Music on Intraoperative Parameters and Postoperative Pain and Side Effects,https://clinicaltrials.gov/study/NCT05886231,COMPLETED,NO,Music and Anesthesia,OTHER: music sound therapy,Yuzuncu Yıl University,,ALL,ADULT,80,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2020-12-02,"Arzu Esen Tekeli, Van, 65100, Turkey|Van Yüzüncü Yil University, Van, 65100, Turkey"
NCT03497559,Music Use for Sedation In Critically Ill Children,https://clinicaltrials.gov/study/NCT03497559,COMPLETED,NO,"Music Therapy|Critical Care|Analgesia|Ventilators, Mechanical",OTHER: Music,University of Alberta,"Women and Children's Health Research Institute, Canada|World Federation of Pediatric Intensive and Critical Care Societies",ALL,CHILD,60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-04-30,"Stollery Children's Hospital, Edmonton, Alberta, T6G2B3, Canada"
